,Mean,Std_Dev,Min,Max,Range,Missing_%
INR_USD,67.819388992277,12.460310303775605,43.900001525878906,92.5635986328125,48.663597106933594,0.02370791844476055
EUR_USD,1.1863011100689664,0.11141078776999692,0.959619164466858,1.484406352043152,0.5247871875762941,0.02370791844476055
GBP_USD,1.4038739147303878,0.1477791561387511,1.072754144668579,1.7160900831222534,0.6433359384536743,0.02370791844476055
JPY_USD,113.13227842067242,22.10364953953825,75.73999786376953,161.62100219726562,85.8810043334961,0.02370791844476055
CNY_USD,6.661263172425692,0.3598522147162883,5.86299991607666,7.349999904632568,1.4869999885559082,0.07112375533428165
AUD_USD,0.7908163489296721,0.13287889382090187,0.5742902159690857,1.10349702835083,0.5292068123817444,0.0474158368895211
